subject_1,subject_2,number_students,PPE_TakingSubj2,PPE_NOTTakingSubj2,Performance_Diff
D&T Textiles Technology,Classical Greek,0,NA,37.77,NA
D&T Textiles Technology,Computer Studies/Computing,11,35.42,34.33,1.09
D&T Textiles Technology,D&T Engineering,0,NA,29.31,NA
D&T Textiles Technology,D&T Product Design,49,39.18,38.64,0.54
D&T Textiles Technology,Dance,24,28.97,34.95,-5.98
D&T Textiles Technology,Design & Technology,0,NA,29.04,NA
D&T Textiles Technology,Drama & Theatre Studies,128,39.67,38.3,1.37
D&T Textiles Technology,Economics,125,44.88,35.41,9.47
D&T Textiles Technology,Electronics,0,NA,36.89,NA
D&T Textiles Technology,English Language,154,39.28,38.51,0.77
D&T Textiles Technology,English Language & Literature,69,36.26,37.91,-1.65
D&T Textiles Technology,English Literature,431,34.94,33.04,1.9
D&T Textiles Technology,Environmental Science,0,NA,29.29,NA
D&T Textiles Technology,Film Studies,39,33.08,38.33,-5.25
D&T Textiles Technology,French,103,49.41,37.95,11.46
D&T Textiles Technology,Geography,261,38.76,35.24,3.52
D&T Textiles Technology,Geology,0,NA,31.56,NA
D&T Textiles Technology,German,0,NA,30.11,NA
D&T Textiles Technology,Government & Politics,26,43.21,32.04,11.17
D&T Textiles Technology,Gujarati,0,NA,33.2,NA
D&T Textiles Technology,History,174,34.22,28.8,5.42
D&T Textiles Technology,History of Art,52,35.47,31.53,3.94
D&T Textiles Technology,Home Economics: Food,0,NA,31.36,NA
D&T Textiles Technology,Information & Communications Technology,0,NA,29.41,NA
D&T Textiles Technology,Irish,0,NA,35.34,NA
D&T Textiles Technology,Italian,6,43.97,37.87,6.1
D&T Textiles Technology,Japanese,0,NA,34.74,NA
D&T Textiles Technology,Latin,0,NA,34.47,NA
D&T Textiles Technology,Law,20,44.3,31.47,12.83
D&T Textiles Technology,Logic/ Philosophy,0,NA,30.61,NA
D&T Textiles Technology,Mathematics,247,40.95,31.32,9.63
D&T Textiles Technology,Mathematics (Further),22,52.18,32.64,19.54
D&T Textiles Technology,Mathematics (Statistics),0,NA,33.24,NA
D&T Textiles Technology,Media/Film/Tv Studies,112,24.51,32.13,-7.62
D&T Textiles Technology,Modern Greek,6,42.48,36.38,6.1
D&T Textiles Technology,Modern Hebrew,0,NA,30.44,NA
D&T Textiles Technology,Music,16,30.24,30.83,-0.59
D&T Textiles Technology,Music Technology,10,27.05,30.98,-3.93
D&T Textiles Technology,Other Classical Languages,0,NA,36.35,NA
D&T Textiles Technology,Persian,5,32.84,36.76,-3.92
D&T Textiles Technology,Physical Education/Sports Studies,38,23.07,29.59,-6.52
D&T Textiles Technology,Physics,42,45.92,29.63,16.29
D&T Textiles Technology,Polish,4,16.54,30.48,-13.94
D&T Textiles Technology,Portuguese,0,NA,37.26,NA
D&T Textiles Technology,Psychology,638,30.07,28.98,1.09
D&T Textiles Technology,Punjabi,0,NA,35.23,NA
D&T Textiles Technology,Religious Studies,120,30.66,34.34,-3.68
D&T Textiles Technology,Russian,8,58.61,32.47,26.14
D&T Textiles Technology,Sociology,319,22.48,29.95,-7.47
D&T Textiles Technology,Spanish,86,44.68,31.32,13.36
D&T Textiles Technology,Turkish,0,NA,32.24,NA
D&T Textiles Technology,Urdu,0,NA,35.3,NA
Dance,Accounting/Finance,20,46.26,37.62,8.64
Dance,Ancient History,12,39.5,37.56,1.94
Dance,Arabic,0,NA,38.15,NA
Dance,Art & Design,55,37.29,34.21,3.08
Dance,Art & Design (3d Studies),5,34.83,42.9,-8.07
Dance,Art & Design (Critical Studies),6,43.62,41.68,1.94
Dance,Art & Design (Fine Art),162,36.01,39,-2.99
Dance,Art & Design (Graphics),64,44.48,38.48,6
Dance,Art & Design (Photography),253,35.09,42.1,-7.01
Dance,Art & Design (Textiles),106,36.9,41.56,-4.66
Dance,Bengali,0,NA,34.95,NA
Dance,Biology,402,40.57,34.91,5.66
Dance,Business  Studies:Single,444,37.79,33.73,4.06
Dance,Chemistry,158,42.73,34.75,7.98
Dance,Chinese,5,30.87,38.94,-8.07
Dance,Classical Civilisation,45,43.38,37.1,6.28
Dance,Classical Greek,0,NA,36.58,NA
Dance,Computer Studies/Computing,18,39.37,37.42,1.95
Dance,D&T Engineering,0,NA,38.03,NA
Dance,D&T Product Design,47,35.01,34.32,0.69
Dance,D&T Textiles Technology,31,40.62,36.66,3.96
Dance,Design & Technology,0,NA,42.66,NA
Dance,Drama & Theatre Studies,743,36.97,34.64,2.33
Dance,Economics,59,47.97,40.4,7.57
Dance,Electronics,6,43.73,41.79,1.94
Dance,English Language,292,37.48,40.32,-2.84
Dance,English Language & Literature,189,38.24,35.91,2.33
Dance,English Literature,619,37.46,34.73,2.73
Dance,Environmental Science,6,43.86,41.92,1.94
Dance,Film Studies,105,37.31,42.48,-5.17
Dance,French,74,37.65,34.84,2.81
Dance,Geography,242,38.6,38.32,0.28
Dance,Geology,20,46.86,38.22,8.64
Dance,German,0,NA,35.31,NA
Dance,Government & Politics,78,35.64,37.3,-1.66
Dance,Gujarati,0,NA,36.87,NA
Dance,History,436,46.38,42.42,3.96
Dance,History of Art,0,NA,38.55,NA
Dance,Home Economics: Food,0,NA,36.17,NA
Dance,Information & Communications Technology,0,NA,35.37,NA
Dance,Irish,0,NA,38.27,NA
Dance,Italian,8,55.13,33.17,21.96
Dance,Japanese,0,NA,38.12,NA
Dance,Latin,0,NA,42.97,NA
Dance,Law,107,36.5,41.16,-4.66
Dance,Logic/ Philosophy,26,42.34,35.37,6.97
Dance,Mathematics,362,48.27,40.02,8.25
Dance,Mathematics (Further),38,44.7,39.39,5.31
Dance,Mathematics (Statistics),0,NA,36.87,NA
Dance,Media/Film/Tv Studies,263,35.91,37.76,-1.85
Dance,Modern Greek,4,22.2,40.28,-18.08
Dance,Modern Hebrew,0,NA,39.77,NA
Dance,Music,62,43.66,39.68,3.98
Dance,Music Technology,11,33.27,36.34,-3.07
Dance,Other Classical Languages,0,NA,38.47,NA
Dance,Persian,0,NA,37.31,NA
Dance,Physical Education/Sports Studies,227,39.52,35.81,3.71
Dance,Physics,72,43.83,41.87,1.96
Dance,Polish,13,42.03,35.08,6.95
Dance,Portuguese,7,49.31,37.36,11.95
Dance,Psychology,1068,43.28,42.64,0.64
Dance,Punjabi,0,NA,39.45,NA
Dance,Religious Studies,92,37.98,36.69,1.29
Dance,Russian,0,NA,40.93,NA
Dance,Sociology,690,34.79,36.24,-1.45
Dance,Spanish,67,45.8,36.76,9.04
Dance,Turkish,0,NA,38.6,NA
Dance,Urdu,0,NA,39.03,NA
Design & Technology,Accounting/Finance,0,NA,NA,NA
Design & Technology,Ancient History,0,NA,NA,NA
Design & Technology,Arabic,0,NA,NA,NA
Design & Technology,Art & Design,0,NA,NA,NA
Design & Technology,Art & Design (3d Studies),0,NA,NA,NA
Design & Technology,Art & Design (Critical Studies),0,NA,NA,NA
Design & Technology,Art & Design (Fine Art),0,NA,NA,NA
Design & Technology,Art & Design (Graphics),0,NA,NA,NA
Design & Technology,Art & Design (Photography),0,NA,NA,NA
Design & Technology,Art & Design (Textiles),0,NA,NA,NA
Design & Technology,Bengali,0,NA,NA,NA
Design & Technology,Biology,0,NA,NA,NA
Design & Technology,Business  Studies:Single,0,NA,NA,NA
Design & Technology,Chemistry,0,NA,NA,NA
Design & Technology,Chinese,0,NA,NA,NA
Design & Technology,Classical Civilisation,0,NA,NA,NA
Design & Technology,Classical Greek,0,NA,NA,NA
Design & Technology,Computer Studies/Computing,0,NA,NA,NA
Design & Technology,D&T Engineering,0,NA,NA,NA
Design & Technology,D&T Product Design,0,NA,NA,NA
Design & Technology,D&T Textiles Technology,0,NA,NA,NA
Design & Technology,Dance,0,NA,NA,NA
Design & Technology,Drama & Theatre Studies,0,NA,NA,NA
Design & Technology,Economics,0,NA,NA,NA
Design & Technology,Electronics,0,NA,NA,NA
Design & Technology,English Language,0,NA,NA,NA
Design & Technology,English Language & Literature,0,NA,NA,NA
Design & Technology,English Literature,0,NA,NA,NA
Design & Technology,Environmental Science,0,NA,NA,NA
Design & Technology,Film Studies,0,NA,NA,NA
Design & Technology,French,0,NA,NA,NA
Design & Technology,Geography,0,NA,NA,NA
Design & Technology,Geology,0,NA,NA,NA
Design & Technology,German,0,NA,NA,NA
Design & Technology,Government & Politics,0,NA,NA,NA
Design & Technology,Gujarati,0,NA,NA,NA
Design & Technology,History,0,NA,NA,NA
Design & Technology,History of Art,0,NA,NA,NA
Design & Technology,Home Economics: Food,0,NA,NA,NA
Design & Technology,Information & Communications Technology,0,NA,NA,NA
Design & Technology,Irish,0,NA,NA,NA
Design & Technology,Italian,0,NA,NA,NA
Design & Technology,Japanese,0,NA,NA,NA
Design & Technology,Latin,0,NA,NA,NA
Design & Technology,Law,0,NA,NA,NA
Design & Technology,Logic/ Philosophy,0,NA,NA,NA
Design & Technology,Mathematics,0,NA,NA,NA
Design & Technology,Mathematics (Further),0,NA,NA,NA
Design & Technology,Mathematics (Statistics),0,NA,NA,NA
Design & Technology,Media/Film/Tv Studies,0,NA,NA,NA
Design & Technology,Modern Greek,0,NA,NA,NA
Design & Technology,Modern Hebrew,0,NA,NA,NA
Design & Technology,Music,0,NA,NA,NA
Design & Technology,Music Technology,0,NA,NA,NA
Design & Technology,Other Classical Languages,0,NA,NA,NA
Design & Technology,Persian,0,NA,NA,NA
Design & Technology,Physical Education/Sports Studies,0,NA,NA,NA
Design & Technology,Physics,0,NA,NA,NA
Design & Technology,Polish,0,NA,NA,NA
Design & Technology,Portuguese,0,NA,NA,NA
Design & Technology,Psychology,0,NA,NA,NA
Design & Technology,Punjabi,0,NA,NA,NA
Design & Technology,Religious Studies,0,NA,NA,NA
Design & Technology,Russian,0,NA,NA,NA
Design & Technology,Sociology,0,NA,NA,NA
Design & Technology,Spanish,0,NA,NA,NA
Design & Technology,Turkish,0,NA,NA,NA
Design & Technology,Urdu,0,NA,NA,NA
Drama & Theatre Studies,Accounting/Finance,24,30.42,39.68,-9.26
Drama & Theatre Studies,Ancient History,107,34.79,32.59,2.2
Drama & Theatre Studies,Arabic,4,24.92,42.18,-17.26
Drama & Theatre Studies,Art & Design,734,32.49,34.82,-2.33
Drama & Theatre Studies,Art & Design (3d Studies),89,28.76,33.67,-4.91
Drama & Theatre Studies,Art & Design (Critical Studies),13,40.74,32.99,7.75
Drama & Theatre Studies,Art & Design (Fine Art),2005,33.44,33.44,0
Drama & Theatre Studies,Art & Design (Graphics),297,30.98,37.25,-6.27
Drama & Theatre Studies,Art & Design (Photography),1512,35.2,40.74,-5.54
Drama & Theatre Studies,Art & Design (Textiles),574,36.66,39.52,-2.86
Drama & Theatre Studies,Bengali,0,NA,34.07,NA
Drama & Theatre Studies,Biology,2910,44.97,40.73,4.24
Drama & Theatre Studies,Business  Studies:Single,2357,36.37,37.06,-0.69
Drama & Theatre Studies,Chemistry,1396,45.13,39.61,5.52
Drama & Theatre Studies,Chinese,45,31.85,32.86,-1.01
Drama & Theatre Studies,Classical Civilisation,1237,41.54,38.22,3.32
Drama & Theatre Studies,Classical Greek,20,49.91,40.49,9.42
Drama & Theatre Studies,Computer Studies/Computing,448,34.71,38.51,-3.8
Drama & Theatre Studies,D&T Engineering,0,NA,33.97,NA
Drama & Theatre Studies,D&T Product Design,379,31.79,34.87,-3.08
Drama & Theatre Studies,D&T Textiles Technology,128,32.04,32.34,-0.3
Drama & Theatre Studies,Dance,702,35.96,35.5,0.46
Drama & Theatre Studies,Design & Technology,0,NA,38.37,NA
Drama & Theatre Studies,Economics,1161,42.78,39.91,2.87
Drama & Theatre Studies,Electronics,21,36.22,40.98,-4.76
Drama & Theatre Studies,English Language,2667,39.5,40.43,-0.93
Drama & Theatre Studies,English Language & Literature,2139,37.03,38.07,-1.04
Drama & Theatre Studies,English Literature,12750,45.13,39.94,5.19
Drama & Theatre Studies,Environmental Science,46,36.23,35.98,0.25
Drama & Theatre Studies,Film Studies,3538,32.24,36.16,-3.92
Drama & Theatre Studies,French,1221,46.8,41.18,5.62
Drama & Theatre Studies,Geography,2534,43.4,41.23,2.17
Drama & Theatre Studies,Geology,61,26.86,33.29,-6.43
Drama & Theatre Studies,German,341,45.86,40.86,5
Drama & Theatre Studies,Government & Politics,2426,39.21,35.75,3.46
Drama & Theatre Studies,Gujarati,0,NA,37.53,NA
Drama & Theatre Studies,History,7522,44.94,40.73,4.21
Drama & Theatre Studies,History of Art,179,50.34,39.48,10.86
Drama & Theatre Studies,Home Economics: Food,0,NA,38.07,NA
Drama & Theatre Studies,Information & Communications Technology,0,NA,32.93,NA
Drama & Theatre Studies,Irish,0,NA,32.91,NA
Drama & Theatre Studies,Italian,107,41.55,37.03,4.52
Drama & Theatre Studies,Japanese,4,18.26,35.52,-17.26
Drama & Theatre Studies,Latin,131,50.9,39.18,11.72
Drama & Theatre Studies,Law,830,38.11,40,-1.89
Drama & Theatre Studies,Logic/ Philosophy,718,38.37,33.48,4.89
Drama & Theatre Studies,Mathematics,3162,43.17,39.27,3.9
Drama & Theatre Studies,Mathematics (Further),341,38.48,33.92,4.56
Drama & Theatre Studies,Mathematics (Statistics),10,30.83,38.08,-7.25
Drama & Theatre Studies,Media/Film/Tv Studies,3087,34.23,37.83,-3.6
Drama & Theatre Studies,Modern Greek,7,51.65,38.9,12.75
Drama & Theatre Studies,Modern Hebrew,0,NA,37.39,NA
Drama & Theatre Studies,Music,1720,39.17,36.9,2.27
Drama & Theatre Studies,Music Technology,429,31.86,32.36,-0.5
Drama & Theatre Studies,Other Classical Languages,0,NA,33.9,NA
Drama & Theatre Studies,Persian,11,30.13,32.38,-2.25
Drama & Theatre Studies,Physical Education/Sports Studies,571,35.19,34.94,0.25
Drama & Theatre Studies,Physics,711,41.27,39.16,2.11
Drama & Theatre Studies,Polish,21,30.15,34.91,-4.76
Drama & Theatre Studies,Portuguese,26,28.38,33.64,-5.26
Drama & Theatre Studies,Psychology,9058,38.14,37,1.14
Drama & Theatre Studies,Punjabi,0,NA,41.26,NA
Drama & Theatre Studies,Religious Studies,2656,44.97,41.36,3.61
Drama & Theatre Studies,Russian,125,38.87,38.85,0.02
Drama & Theatre Studies,Sociology,4536,32.79,35.98,-3.19
Drama & Theatre Studies,Spanish,1047,41.46,37.16,4.3
Drama & Theatre Studies,Turkish,15,32.41,39.67,-7.26
Drama & Theatre Studies,Urdu,0,NA,34.14,NA
Economics,Accounting/Finance,3632,34.34,41.38,-7.04
Economics,Ancient History,270,40.85,40.29,0.56
Economics,Arabic,135,30.74,37.5,-6.76
Economics,Art & Design,862,38.37,40.36,-1.99
Economics,Art & Design (3d Studies),541,26.96,33.38,-6.42
Economics,Art & Design (Critical Studies),11,36.84,39.37,-2.53
Economics,Art & Design (Fine Art),2476,36.97,38.76,-1.79
Economics,Art & Design (Graphics),756,33.64,40.18,-6.54
Economics,Art & Design (Photography),844,33,41.62,-8.62
Economics,Art & Design (Textiles),454,38.42,42.51,-4.09
Economics,Bengali,8,19.56,37.09,-17.53
Economics,Biology,15653,37.99,35.68,2.31
Economics,Business  Studies:Single,44755,30.98,37.51,-6.53
Economics,Chemistry,15592,42.46,36.82,5.64
Economics,Chinese,1493,37.22,36.5,0.72
Economics,Classical Civilisation,1127,42.8,38.61,4.19
Economics,Classical Greek,63,48.55,36.07,12.48
Economics,Computer Studies/Computing,12759,33.44,35.61,-2.17
Economics,D&T Engineering,194,33.42,38.46,-5.04
Economics,D&T Product Design,2863,32.26,36.61,-4.35
Economics,D&T Textiles Technology,112,39.11,41.14,-2.03
Economics,Dance,53,43.68,42.32,1.36
Economics,Design & Technology,0,NA,33.9,NA
Economics,Drama & Theatre Studies,1122,35,34.95,0.05
Economics,Electronics,114,32.24,38.41,-6.17
Economics,English Language,2584,34.62,38.42,-3.8
Economics,English Language & Literature,1020,27.85,34.06,-6.21
Economics,English Literature,11506,43.14,40.86,2.28
Economics,Environmental Science,358,35.96,40.56,-4.6
Economics,Film Studies,626,34.11,39.82,-5.71
Economics,French,4235,45,40.12,4.88
Economics,Geography,29390,35.05,33.29,1.76
Economics,Geology,166,31.09,32.96,-1.87
Economics,German,1467,45.81,40.11,5.7
Economics,Government & Politics,22528,38.04,35.19,2.85
Economics,Gujarati,3,6.78,34.31,-27.53
Economics,History,29856,39.88,35.49,4.39
Economics,History of Art,339,41.78,36.34,5.44
Economics,Home Economics: Food,0,NA,34.98,NA
Economics,Information & Communications Technology,0,NA,36.12,NA
Economics,Irish,0,NA,35.53,NA
Economics,Italian,480,37.16,38.15,-0.99
Economics,Japanese,150,43.44,34.88,8.56
Economics,Latin,403,49.13,38.64,10.49
Economics,Law,5527,35.5,41.58,-6.08
Economics,Logic/ Philosophy,2058,45.01,41.59,3.42
Economics,Mathematics,111686,40.09,32.27,7.82
Economics,Mathematics (Further),17643,48.35,36.49,11.86
Economics,Mathematics (Statistics),900,30.13,33.74,-3.61
Economics,Media/Film/Tv Studies,2701,27.89,36.56,-8.67
Economics,Modern Greek,56,41.1,36.41,4.69
Economics,Modern Hebrew,60,36.62,34.14,2.48
Economics,Music,1058,38.59,34.94,3.65
Economics,Music Technology,293,30.56,33.56,-3
Economics,Other Classical Languages,26,32.4,37.93,-5.53
Economics,Persian,57,35.94,36.47,-0.53
Economics,Physical Education/Sports Studies,6440,35.6,36.53,-0.93
Economics,Physics,23987,45.78,41.99,3.79
Economics,Polish,390,33.65,37.29,-3.64
Economics,Portuguese,69,27.6,40.46,-12.86
Economics,Psychology,30630,34.14,37.45,-3.31
Economics,Punjabi,21,23.94,39.47,-15.53
Economics,Religious Studies,5704,41.29,37.65,3.64
Economics,Russian,1128,38.86,38.42,0.44
Economics,Sociology,11220,26.99,33.85,-6.86
Economics,Spanish,4779,40.45,36.66,3.79
Economics,Turkish,272,28.14,34.36,-6.22
Economics,Urdu,21,35.24,40.27,-5.03
Electronics,Accounting/Finance,31,25.28,37.55,-12.27
Electronics,Ancient History,15,26.12,32.57,-6.45
Electronics,Arabic,0,NA,34.07,NA
Electronics,Art & Design,0,NA,38.41,NA
Electronics,Art & Design (3d Studies),28,17.11,33.72,-16.61
Electronics,Art & Design (Critical Studies),0,NA,39.17,NA
Electronics,Art & Design (Fine Art),32,27.63,38.46,-10.83
Electronics,Art & Design (Graphics),62,28.23,37.15,-8.92
Electronics,Art & Design (Photography),34,32.11,40.05,-7.94
Electronics,Art & Design (Textiles),0,NA,31.56,NA
Electronics,Bengali,0,NA,39.69,NA
Electronics,Biology,99,29.56,35.1,-5.54
Electronics,Business  Studies:Single,145,20.24,35.88,-15.64
Electronics,Chemistry,121,46.98,41.1,5.88
Electronics,Chinese,0,NA,39.02,NA
Electronics,Classical Civilisation,0,NA,31.51,NA
Electronics,Classical Greek,0,NA,34.87,NA
Electronics,Computer Studies/Computing,1240,34.32,34.4,-0.08
Electronics,D&T Engineering,0,NA,35.14,NA
Electronics,D&T Product Design,105,28.25,35.4,-7.15
Electronics,D&T Textiles Technology,0,NA,39.99,NA
Electronics,Dance,5,27.38,33.81,-6.43
Electronics,Design & Technology,0,NA,32.25,NA
Electronics,Drama & Theatre Studies,20,32.88,39.33,-6.45
Electronics,Economics,101,22.75,32.72,-9.97
Electronics,English Language,8,17.75,34.22,-16.47
Electronics,English Language & Literature,4,17.1,33.55,-16.45
Electronics,English Literature,9,27.56,39.01,-11.45
Electronics,Environmental Science,4,22.18,38.62,-16.44
Electronics,Film Studies,15,27.13,33.58,-6.45
Electronics,French,6,35.95,32.36,3.59
Electronics,Geography,108,33.7,39.37,-5.67
Electronics,Geology,6,43.95,40.36,3.59
Electronics,German,5,32.37,38.79,-6.42
Electronics,Government & Politics,15,28.12,34.57,-6.45
Electronics,Gujarati,0,NA,31.48,NA
Electronics,History,34,32.01,39.95,-7.94
Electronics,History of Art,0,NA,34.65,NA
Electronics,Home Economics: Food,0,NA,40.37,NA
Electronics,Information & Communications Technology,0,NA,38.61,NA
Electronics,Irish,0,NA,38.71,NA
Electronics,Italian,0,NA,33.71,NA
Electronics,Japanese,0,NA,33.15,NA
Electronics,Latin,8,63.75,40.13,23.62
Electronics,Law,16,18.63,35.16,-16.53
Electronics,Logic/ Philosophy,6,7.16,33.66,-26.5
Electronics,Mathematics,2055,48.38,29.1,19.28
Electronics,Mathematics (Further),404,53.28,32.1,21.18
Electronics,Mathematics (Statistics),104,30.94,35.51,-4.57
Electronics,Media/Film/Tv Studies,47,31.75,36.01,-4.26
Electronics,Modern Greek,0,NA,39.47,NA
Electronics,Modern Hebrew,0,NA,32.59,NA
Electronics,Music,5,34.47,40.9,-6.43
Electronics,Music Technology,30,44.97,41.35,3.62
Electronics,Other Classical Languages,0,NA,37.33,NA
Electronics,Persian,0,NA,39.17,NA
Electronics,Physical Education/Sports Studies,7,19.4,40.88,-21.48
Electronics,Physics,1337,42.72,27.82,14.9
Electronics,Polish,10,27.94,34.37,-6.43
Electronics,Portuguese,0,NA,34.89,NA
Electronics,Psychology,50,25.13,36.3,-11.17
Electronics,Punjabi,0,NA,32.24,NA
Electronics,Religious Studies,7,50.32,36.71,13.61
Electronics,Russian,6,35.18,31.59,3.59
Electronics,Sociology,37,20.59,36.14,-15.55
Electronics,Spanish,7,15.5,36.99,-21.49
Electronics,Turkish,9,27.02,38.47,-11.45
Electronics,Urdu,0,NA,32.37,NA
English Language,Accounting/Finance,98,30.49,33.33,-2.84
English Language,Ancient History,330,32.2,32.84,-0.64
English Language,Arabic,69,24.56,32.07,-7.51
English Language,Art & Design,1336,37.43,37.37,0.06
English Language,Art & Design (3d Studies),146,30.35,35.19,-4.84
English Language,Art & Design (Critical Studies),22,32.49,30.32,2.17
English Language,Art & Design (Fine Art),3189,32.36,32.46,-0.1
English Language,Art & Design (Graphics),921,29.29,31.55,-2.26
English Language,Art & Design (Photography),1688,24.4,28.21,-3.81
English Language,Art & Design (Textiles),642,32.39,36.13,-3.74
