"subject_1","Grade_1","subject_2","number_students","PPE_TakingSubj2","PPE_NOTTakingSubj2"
"Art & Design (Graphics)","U","Art & Design (Fine Art)",754,"z","z"
"Art & Design (Graphics)","U","Art & Design (Photography)",705,"z","z"
"Art & Design (Graphics)","U","Art & Design (Textiles)",242,"z","z"
"Art & Design (Graphics)","U","Bengali",0,"z","z"
"Art & Design (Graphics)","U","Biology",160,"z","z"
"Art & Design (Graphics)","U","Business  Studies:Single",616,"z","z"
"Art & Design (Graphics)","U","Chemistry",77,"z","z"
"Art & Design (Graphics)","U","Chinese",10,"z","z"
"Art & Design (Graphics)","U","Classical Civilisation",59,"z","z"
"Art & Design (Graphics)","U","Classical Greek",0,"z","z"
"Art & Design (Graphics)","U","Computer Studies/Computing",237,"z","z"
"Art & Design (Graphics)","U","D&T Engineering",2,"z","z"
"Art & Design (Graphics)","U","D&T Product Design",142,"z","z"
"Art & Design (Graphics)","U","D&T Textiles Technology",5,"z","z"
"Art & Design (Graphics)","U","Dance",10,"z","z"
"Art & Design (Graphics)","U","Design & Technology",0,"z","z"
"Art & Design (Graphics)","U","Drama & Theatre Studies",58,"z","z"
"Art & Design (Graphics)","U","Economics",148,"z","z"
"Art & Design (Graphics)","U","Electronics",14,"z","z"
"Art & Design (Graphics)","U","English Language",192,"z","z"
"Art & Design (Graphics)","U","English Language & Literature",150,"z","z"
"Art & Design (Graphics)","U","English Literature",272,"z","z"
"Art & Design (Graphics)","U","Environmental Science",40,"z","z"
"Art & Design (Graphics)","U","Film Studies",284,"z","z"
"Art & Design (Graphics)","U","French",57,"z","z"
"Art & Design (Graphics)","U","Geography",339,"z","z"
"Art & Design (Graphics)","U","Geology",24,"z","z"
"Art & Design (Graphics)","U","German",16,"z","z"
"Art & Design (Graphics)","U","Government & Politics",74,"z","z"
"Art & Design (Graphics)","U","Gujarati",0,"z","z"
"Art & Design (Graphics)","U","History",235,"z","z"
"Art & Design (Graphics)","U","History of Art",13,"z","z"
"Art & Design (Graphics)","U","Home Economics: Food",0,"z","z"
"Art & Design (Graphics)","U","Information & Communications Technology",0,"z","z"
"Art & Design (Graphics)","U","Irish",0,"z","z"
"Art & Design (Graphics)","U","Italian",12,"z","z"
"Art & Design (Graphics)","U","Japanese",3,"z","z"
"Art & Design (Graphics)","U","Latin",0,"z","z"
"Art & Design (Graphics)","U","Law",75,"z","z"
"Art & Design (Graphics)","U","Logic/ Philosophy",40,"z","z"
"Art & Design (Graphics)","U","Mathematics",566,"z","z"
"Art & Design (Graphics)","U","Mathematics (Further)",25,"z","z"
"Art & Design (Graphics)","U","Mathematics (Statistics)",12,"z","z"
"Art & Design (Graphics)","U","Media/Film/Tv Studies",590,"z","z"
"Art & Design (Graphics)","U","Modern Greek",0,"z","z"
"Art & Design (Graphics)","U","Modern Hebrew",0,"z","z"
"Art & Design (Graphics)","U","Music",12,"z","z"
"Art & Design (Graphics)","U","Music Technology",30,"z","z"
"Art & Design (Graphics)","U","Other Classical Languages",2,"z","z"
"Art & Design (Graphics)","U","Persian",2,"z","z"
"Art & Design (Graphics)","U","Physical Education/Sports Studies",70,"z","z"
"Art & Design (Graphics)","U","Physics",167,"z","z"
"Art & Design (Graphics)","U","Polish",4,"z","z"
"Art & Design (Graphics)","U","Portuguese",2,"z","z"
"Art & Design (Graphics)","U","Psychology",570,"z","z"
"Art & Design (Graphics)","U","Punjabi",1,"z","z"
"Art & Design (Graphics)","U","Religious Studies",75,"z","z"
"Art & Design (Graphics)","U","Russian",8,"z","z"
"Art & Design (Graphics)","U","Sociology",345,"z","z"
"Art & Design (Graphics)","U","Spanish",55,"z","z"
"Art & Design (Graphics)","U","Turkish",3,"z","z"
"Art & Design (Graphics)","U","Urdu",0,"z","z"
"Art & Design (Photography)","*","Accounting/Finance",0,"z","z"
"Art & Design (Photography)","*","Ancient History",4,"z","z"
"Art & Design (Photography)","*","Arabic",0,"z","z"
"Art & Design (Photography)","*","Art & Design",37,"z","z"
"Art & Design (Photography)","*","Art & Design (3d Studies)",13,"z","z"
"Art & Design (Photography)","*","Art & Design (Critical Studies)",1,"z","z"
"Art & Design (Photography)","*","Art & Design (Fine Art)",131,"z","z"
"Art & Design (Photography)","*","Art & Design (Graphics)",92,"z","z"
"Art & Design (Photography)","*","Art & Design (Textiles)",60,"z","z"
"Art & Design (Photography)","*","Bengali",0,"z","z"
"Art & Design (Photography)","*","Biology",58,"z","z"
"Art & Design (Photography)","*","Business  Studies:Single",98,"z","z"
"Art & Design (Photography)","*","Chemistry",19,"z","z"
"Art & Design (Photography)","*","Chinese",3,"z","z"
"Art & Design (Photography)","*","Classical Civilisation",10,"z","z"
"Art & Design (Photography)","*","Classical Greek",0,"z","z"
"Art & Design (Photography)","*","Computer Studies/Computing",25,"z","z"
"Art & Design (Photography)","*","D&T Engineering",1,"z","z"
"Art & Design (Photography)","*","D&T Product Design",27,"z","z"
"Art & Design (Photography)","*","D&T Textiles Technology",9,"z","z"
"Art & Design (Photography)","*","Dance",6,"z","z"
"Art & Design (Photography)","*","Design & Technology",0,"z","z"
"Art & Design (Photography)","*","Drama & Theatre Studies",34,"z","z"
"Art & Design (Photography)","*","Economics",27,"z","z"
"Art & Design (Photography)","*","Electronics",0,"z","z"
"Art & Design (Photography)","*","English Language",39,"z","z"
"Art & Design (Photography)","*","English Language & Literature",26,"z","z"
"Art & Design (Photography)","*","English Literature",128,"z","z"
"Art & Design (Photography)","*","Environmental Science",2,"z","z"
"Art & Design (Photography)","*","Film Studies",56,"z","z"
"Art & Design (Photography)","*","French",6,"z","z"
"Art & Design (Photography)","*","Geography",80,"z","z"
"Art & Design (Photography)","*","Geology",1,"z","z"
"Art & Design (Photography)","*","German",4,"z","z"
"Art & Design (Photography)","*","Government & Politics",31,"z","z"
"Art & Design (Photography)","*","Gujarati",0,"z","z"
"Art & Design (Photography)","*","History",75,"z","z"
"Art & Design (Photography)","*","History of Art",11,"z","z"
"Art & Design (Photography)","*","Home Economics: Food",0,"z","z"
"Art & Design (Photography)","*","Information & Communications Technology",0,"z","z"
"Art & Design (Photography)","*","Irish",0,"z","z"
"Art & Design (Photography)","*","Italian",0,"z","z"
"Art & Design (Photography)","*","Japanese",1,"z","z"
"Art & Design (Photography)","*","Latin",0,"z","z"
"Art & Design (Photography)","*","Law",12,"z","z"
"Art & Design (Photography)","*","Logic/ Philosophy",6,"z","z"
"Art & Design (Photography)","*","Mathematics",95,"z","z"
"Art & Design (Photography)","*","Mathematics (Further)",8,"z","z"
"Art & Design (Photography)","*","Mathematics (Statistics)",2,"z","z"
"Art & Design (Photography)","*","Media/Film/Tv Studies",89,"z","z"
"Art & Design (Photography)","*","Modern Greek",0,"z","z"
"Art & Design (Photography)","*","Modern Hebrew",0,"z","z"
"Art & Design (Photography)","*","Music",8,"z","z"
"Art & Design (Photography)","*","Music Technology",10,"z","z"
"Art & Design (Photography)","*","Other Classical Languages",0,"z","z"
"Art & Design (Photography)","*","Persian",0,"z","z"
"Art & Design (Photography)","*","Physical Education/Sports Studies",11,"z","z"
"Art & Design (Photography)","*","Physics",26,"z","z"
"Art & Design (Photography)","*","Polish",0,"z","z"
"Art & Design (Photography)","*","Portuguese",0,"z","z"
"Art & Design (Photography)","*","Psychology",156,"z","z"
"Art & Design (Photography)","*","Punjabi",0,"z","z"
"Art & Design (Photography)","*","Religious Studies",36,"z","z"
"Art & Design (Photography)","*","Russian",2,"z","z"
"Art & Design (Photography)","*","Sociology",84,"z","z"
"Art & Design (Photography)","*","Spanish",19,"z","z"
"Art & Design (Photography)","*","Turkish",0,"z","z"
"Art & Design (Photography)","*","Urdu",0,"z","z"
"Art & Design (Photography)","A","Accounting/Finance",2,"z","z"
"Art & Design (Photography)","A","Ancient History",9,"z","z"
"Art & Design (Photography)","A","Arabic",0,"z","z"
"Art & Design (Photography)","A","Art & Design",89,"z","z"
"Art & Design (Photography)","A","Art & Design (3d Studies)",38,"z","z"
"Art & Design (Photography)","A","Art & Design (Critical Studies)",3,"z","z"
"Art & Design (Photography)","A","Art & Design (Fine Art)",321,"z","z"
"Art & Design (Photography)","A","Art & Design (Graphics)",225,"z","z"
"Art & Design (Photography)","A","Art & Design (Textiles)",128,"z","z"
"Art & Design (Photography)","A","Bengali",0,"z","z"
"Art & Design (Photography)","A","Biology",149,"z","z"
"Art & Design (Photography)","A","Business  Studies:Single",210,"z","z"
"Art & Design (Photography)","A","Chemistry",42,"z","z"
"Art & Design (Photography)","A","Chinese",6,"z","z"
"Art & Design (Photography)","A","Classical Civilisation",31,"z","z"
"Art & Design (Photography)","A","Classical Greek",0,"z","z"
"Art & Design (Photography)","A","Computer Studies/Computing",47,"z","z"
"Art & Design (Photography)","A","D&T Engineering",5,"z","z"
"Art & Design (Photography)","A","D&T Product Design",60,"z","z"
"Art & Design (Photography)","A","D&T Textiles Technology",16,"z","z"
"Art & Design (Photography)","A","Dance",11,"z","z"
"Art & Design (Photography)","A","Design & Technology",0,"z","z"
"Art & Design (Photography)","A","Drama & Theatre Studies",83,"z","z"
"Art & Design (Photography)","A","Economics",60,"z","z"
"Art & Design (Photography)","A","Electronics",3,"z","z"
"Art & Design (Photography)","A","English Language",99,"z","z"
"Art & Design (Photography)","A","English Language & Literature",62,"z","z"
"Art & Design (Photography)","A","English Literature",276,"z","z"
"Art & Design (Photography)","A","Environmental Science",16,"z","z"
"Art & Design (Photography)","A","Film Studies",171,"z","z"
"Art & Design (Photography)","A","French",23,"z","z"
"Art & Design (Photography)","A","Geography",211,"z","z"
"Art & Design (Photography)","A","Geology",3,"z","z"
"Art & Design (Photography)","A","German",12,"z","z"
"Art & Design (Photography)","A","Government & Politics",68,"z","z"
"Art & Design (Photography)","A","Gujarati",0,"z","z"
"Art & Design (Photography)","A","History",195,"z","z"
"Art & Design (Photography)","A","History of Art",21,"z","z"
"Art & Design (Photography)","A","Home Economics: Food",0,"z","z"
"Art & Design (Photography)","A","Information & Communications Technology",0,"z","z"
"Art & Design (Photography)","A","Irish",0,"z","z"
"Art & Design (Photography)","A","Italian",3,"z","z"
"Art & Design (Photography)","A","Japanese",3,"z","z"
"Art & Design (Photography)","A","Latin",1,"z","z"
"Art & Design (Photography)","A","Law",35,"z","z"
"Art & Design (Photography)","A","Logic/ Philosophy",16,"z","z"
"Art & Design (Photography)","A","Mathematics",167,"z","z"
"Art & Design (Photography)","A","Mathematics (Further)",11,"z","z"
"Art & Design (Photography)","A","Mathematics (Statistics)",3,"z","z"
"Art & Design (Photography)","A","Media/Film/Tv Studies",231,"z","z"
"Art & Design (Photography)","A","Modern Greek",0,"z","z"
"Art & Design (Photography)","A","Modern Hebrew",1,"z","z"
"Art & Design (Photography)","A","Music",17,"z","z"
"Art & Design (Photography)","A","Music Technology",21,"z","z"
"Art & Design (Photography)","A","Other Classical Languages",0,"z","z"
"Art & Design (Photography)","A","Persian",1,"z","z"
"Art & Design (Photography)","A","Physical Education/Sports Studies",48,"z","z"
"Art & Design (Photography)","A","Physics",47,"z","z"
"Art & Design (Photography)","A","Polish",5,"z","z"
"Art & Design (Photography)","A","Portuguese",0,"z","z"
"Art & Design (Photography)","A","Psychology",393,"z","z"
"Art & Design (Photography)","A","Punjabi",0,"z","z"
"Art & Design (Photography)","A","Religious Studies",73,"z","z"
"Art & Design (Photography)","A","Russian",10,"z","z"
"Art & Design (Photography)","A","Sociology",236,"z","z"
"Art & Design (Photography)","A","Spanish",38,"z","z"
"Art & Design (Photography)","A","Turkish",2,"z","z"
"Art & Design (Photography)","A","Urdu",0,"z","z"
"Art & Design (Photography)","All","Accounting/Finance",11,"31.86","35.33"
"Art & Design (Photography)","All","Ancient History",18,"39.27","32.15"
"Art & Design (Photography)","All","Arabic",5,"32.33","39.44"
"Art & Design (Photography)","All","Art & Design",403,"42.56","41.87"
"Art & Design (Photography)","All","Art & Design (3d Studies)",147,"41.75","41.54"
"Art & Design (Photography)","All","Art & Design (Critical Studies)",22,"34.83","39.21"
"Art & Design (Photography)","All","Art & Design (Fine Art)",1168,"41.74","40.3"
"Art & Design (Photography)","All","Art & Design (Graphics)",703,"36.84","34.54"
"Art & Design (Photography)","All","Art & Design (Textiles)",449,"36.01","33.65"
"Art & Design (Photography)","All","Bengali",0,NA,"41.79"
"Art & Design (Photography)","All","Biology",368,"39.93","34.57"
"Art & Design (Photography)","All","Business  Studies:Single",774,"33.55","32.36"
"Art & Design (Photography)","All","Chemistry",101,"41.69","34.74"
"Art & Design (Photography)","All","Chinese",44,"36.76","37.74"
"Art & Design (Photography)","All","Classical Civilisation",78,"43.26","38.51"
"Art & Design (Photography)","All","Classical Greek",0,NA,"34.71"
"Art & Design (Photography)","All","Computer Studies/Computing",173,"43.04","41.5"
"Art & Design (Photography)","All","D&T Engineering",8,"42.14","37.99"
"Art & Design (Photography)","All","D&T Product Design",289,"40.24","41.84"
"Art & Design (Photography)","All","D&T Textiles Technology",50,"42.48","39.77"
"Art & Design (Photography)","All","Dance",49,"38.58","37.52"
"Art & Design (Photography)","All","Design & Technology",0,NA,"38.53"
"Art & Design (Photography)","All","Drama & Theatre Studies",289,"38.7","37.76"
"Art & Design (Photography)","All","Economics",179,"45.9","41.88"
"Art & Design (Photography)","All","Electronics",7,"42.05","40.58"
"Art & Design (Photography)","All","English Language",355,"38.92","37.56"
"Art & Design (Photography)","All","English Language & Literature",221,"37.14","35.26"
"Art & Design (Photography)","All","English Literature",771,"39.74","35.9"
"Art & Design (Photography)","All","Environmental Science",44,"43.87","41.44"
"Art & Design (Photography)","All","Film Studies",687,"39.13","38.69"
"Art & Design (Photography)","All","French",56,"39.42","35.98"
"Art & Design (Photography)","All","Geography",641,"43.84","40.38"
"Art & Design (Photography)","All","Geology",14,"42.5","40.31"
"Art & Design (Photography)","All","German",31,"36.66","32.81"
"Art & Design (Photography)","All","Government & Politics",192,"40.54","36.89"
"Art & Design (Photography)","All","Gujarati",0,NA,"36.44"
"Art & Design (Photography)","All","History",638,"42.97","40.82"
"Art & Design (Photography)","All","History of Art",56,"39.13","33.09"
"Art & Design (Photography)","All","Home Economics: Food",0,NA,"34.9"
"Art & Design (Photography)","All","Information & Communications Technology",0,NA,"32.3"
"Art & Design (Photography)","All","Irish",0,NA,"39.29"
"Art & Design (Photography)","All","Italian",11,"33.3","34.04"
"Art & Design (Photography)","All","Japanese",5,"49.41","38.51"
"Art & Design (Photography)","All","Latin",1,"52.83","39.93"
"Art & Design (Photography)","All","Law",145,"32.72","32.18"
"Art & Design (Photography)","All","Logic/ Philosophy",57,"37.53","36"
"Art & Design (Photography)","All","Mathematics",370,"39.8","33.05"
"Art & Design (Photography)","All","Mathematics (Further)",19,"48.83","38.02"
"Art & Design (Photography)","All","Mathematics (Statistics)",6,"36.87","33.97"
"Art & Design (Photography)","All","Media/Film/Tv Studies",1072,"35.47","36.53"
"Art & Design (Photography)","All","Modern Greek",0,NA,"36.58"
"Art & Design (Photography)","All","Modern Hebrew",1,"50.34","37.44"
"Art & Design (Photography)","All","Music",77,"38.31","39.42"
"Art & Design (Photography)","All","Music Technology",65,"38.45","36.77"
"Art & Design (Photography)","All","Other Classical Languages",0,NA,"35.56"
"Art & Design (Photography)","All","Persian",3,"42.94","40.04"
"Art & Design (Photography)","All","Physical Education/Sports Studies",157,"35.75","33.87"
"Art & Design (Photography)","All","Physics",103,"45.42","39.19"
"Art & Design (Photography)","All","Polish",14,"31.34","33.11"
"Art & Design (Photography)","All","Portuguese",9,"24.28","35.84"
"Art & Design (Photography)","All","Psychology",1399,"41.64","38.92"
"Art & Design (Photography)","All","Punjabi",2,"29","36.11"
"Art & Design (Photography)","All","Religious Studies",233,"39.27","36.65"
"Art & Design (Photography)","All","Russian",28,"44.14","40.12"
"Art & Design (Photography)","All","Sociology",1083,"41.76","41.6"
"Art & Design (Photography)","All","Spanish",124,"40.89","38.95"
"Art & Design (Photography)","All","Turkish",7,"39.34","40.73"
"Art & Design (Photography)","All","Urdu",1,"31.52","38.62"
"Art & Design (Photography)","B","Accounting/Finance",6,"z","z"
"Art & Design (Photography)","B","Ancient History",15,"z","z"
"Art & Design (Photography)","B","Arabic",1,"z","z"
"Art & Design (Photography)","B","Art & Design",231,"z","z"
"Art & Design (Photography)","B","Art & Design (3d Studies)",81,"z","z"
"Art & Design (Photography)","B","Art & Design (Critical Studies)",8,"z","z"
"Art & Design (Photography)","B","Art & Design (Fine Art)",722,"z","z"
"Art & Design (Photography)","B","Art & Design (Graphics)",453,"z","z"
"Art & Design (Photography)","B","Art & Design (Textiles)",289,"z","z"
"Art & Design (Photography)","B","Bengali",0,"z","z"
"Art & Design (Photography)","B","Biology",304,"z","z"
"Art & Design (Photography)","B","Business  Studies:Single",497,"z","z"
"Art & Design (Photography)","B","Chemistry",83,"z","z"
"Art & Design (Photography)","B","Chinese",26,"z","z"
"Art & Design (Photography)","B","Classical Civilisation",58,"z","z"
"Art & Design (Photography)","B","Classical Greek",0,"z","z"
"Art & Design (Photography)","B","Computer Studies/Computing",102,"z","z"
